0.4003,0.3885,0.3768,0.4038,0.3758,0.3666,0.3905,0.3701,0.4150,0.4157,0.4061,0.3912,0.4140,0.4368,0.4077,0.4086,0.4094,0.3929,0.3677,0.3793,0.3985,0.3887,0.3789,0.3738,0.3613,0.3610,0.3405,0.3647,0.3325,0.3611,0.3450,0.3320,0.3190,0.3149,0.3083
0.3728,0.3584,0.3439,0.3737,0.3473,0.3441,0.3635,0.3383,0.3863,0.3846,0.3775,0.3617,0.3862,0.4107,0.3860,0.3818,0.3777,0.3507,0.3430,0.3601,0.3697,0.3626,0.3556,0.3424,0.3389,0.3402,0.3286,0.3430,0.3088,0.3268,0.3224,0.3135,0.3046,0.2868,0.2775
0.3467,0.3298,0.3130,0.3387,0.3176,0.3214,0.3382,0.3074,0.3595,0.3618,0.3502,0.3348,0.3598,0.3848,0.3540,0.3555,0.3570,0.3067,0.3366,0.3526,0.3481,0.3398,0.3314,0.3149,0.3286,0.3204,0.3170,0.3213,0.2944,0.2945,0.3021,0.2973,0.2925,0.2565,0.2553
0.3209,0.3028,0.2847,0.3068,0.2914,0.3006,0.3137,0.2834,0.3346,0.3413,0.3243,0.3107,0.3352,0.3596,0.3229,0.3309,0.3388,0.2694,0.3315,0.3465,0.3283,0.3187,0.3091,0.2912,0.3210,0.3012,0.3041,0.3000,0.2847,0.2683,0.2838,0.2821,0.2804,0.2314,0.2380
0.2912,0.2752,0.2592,0.2894,0.2795,0.2789,0.2905,0.2823,0.3120,0.3237,0.3002,0.2898,0.3148,0.3398,0.3028,0.3097,0.3165,0.2563,0.3075,0.3366,0.3128,0.3026,0.2924,0.2728,0.3099,0.2807,0.2812,0.2798,0.2752,0.2583,0.2674,0.2633,0.2591,0.2223,0.2277
0.2608,0.2484,0.2360,0.2743,0.2695,0.2577,0.2691,0.2800,0.2913,0.3068,0.2774,0.2717,0.2962,0.3206,0.2885,0.2906,0.2927,0.2502,0.2810,0.3222,0.2978,0.2875,0.2771,0.2578,0.2942,0.2595,0.2566,0.2618,0.2643,0.2534,0.2511,0.2430,0.2349,0.2176,0.2188
0.2320,0.2232,0.2144,0.2538,0.2512,0.2411,0.2482,0.2528,0.2716,0.2855,0.2549,0.2551,0.2762,0.2973,0.2829,0.2734,0.2639,0.2442,0.2598,0.2924,0.2771,0.2704,0.2637,0.2498,0.2636,0.2352,0.2346,0.2479,0.2491,0.2496,0.2324,0.2204,0.2084,0.2144,0.2049
0.2039,0.1987,0.1936,0.2314,0.2289,0.2264,0.2269,0.2210,0.2518,0.2624,0.2320,0.2385,0.2556,0.2727,0.2779,0.2572,0.2365,0.2372,0.2405,0.2596,0.2542,0.2516,0.2491,0.2428,0.2320,0.2129,0.2138,0.2340,0.2312,0.2428,0.2130,0.1982,0.1833,0.2088,0.1899
0.1762,0.1748,0.1734,0.2064,0.2017,0.2105,0.2051,0.1927,0.2321,0.2368,0.2086,0.2219,0.2342,0.2466,0.2661,0.2418,0.2175,0.2233,0.2248,0.2290,0.2286,0.2289,0.2293,0.2298,0.2100,0.1956,0.1962,0.2170,0.2091,0.2250,0.1929,0.1781,0.1633,0.1918,0.1737
0.1500,0.1522,0.1544,0.1788,0.1746,0.1905,0.1834,0.1666,0.2129,0.2087,0.1853,0.2061,0.2126,0.2192,0.2466,0.2232,0.1999,0.2043,0.2053,0.1971,0.2007,0.2034,0.2062,0.2103,0.1905,0.1804,0.1811,0.1988,0.1845,0.1987,0.1716,0.1584,0.1453,0.1670,0.1548
0.1258,0.1312,0.1367,0.1481,0.1507,0.1637,0.1619,0.1458,0.1943,0.1777,0.1621,0.1911,0.1909,0.1907,0.2160,0.1985,0.1809,0.1786,0.1768,0.1659,0.1707,0.1747,0.1787,0.1815,0.1727,0.1672,0.1685,0.1789,0.1580,0.1622,0.1487,0.1392,0.1297,0.1341,0.1321
0.1030,0.1116,0.1201,0.1148,0.1281,0.1319,0.1406,0.1292,0.1763,0.1440,0.1391,0.1769,0.1691,0.1612,0.1764,0.1693,0.1623,0.1473,0.1420,0.1348,0.1385,0.1431,0.1476,0.1451,0.1575,0.1565,0.1584,0.1574,0.1294,0.1167,0.1247,0.1207,0.1167,0.0936,0.1063
