0.136585802,0.13426156,0.149581259,0.111466211,0.123732315,0.132307845,0.114227245,0.110246774,0.117603013,0.105162457,0.109554148,0.156009868,0.168327311,0.155072262,0.117109566,0.118454057,0.113486608,0.114967009,0.07885173,0.071553473,0.074615926,0.067897365,0.078198774,0.061815887,0.059691518,0.040713868,0.02844436,0.021272249,0.018223223
0.181437838,0.17659239,0.187644755,0.15791737,0.167248459,0.180752578,0.149318691,0.167594955,0.158582909,0.172055671,0.159276407,0.223886884,0.202942989,0.194560596,0.154177875,0.165370296,0.145880343,0.158909435,0.095125788,0.104225304,0.096451352,0.096302942,0.103968749,0.08193586,0.073335229,0.063583088,0.046471392,0.02880415,0.021634325
0.239376257,0.252048312,0.267323966,0.223216892,0.23690107,0.249859255,0.24105375,0.238945467,0.232733529,0.236144167,0.235721904,0.284944872,0.253468941,0.24849044,0.200424866,0.206650987,0.208128452,0.196917857,0.144991185,0.139191953,0.118129405,0.122598355,0.129943714,0.102184118,0.107386695,0.087845828,0.057236304,0.0477858,0.03856216
0.310490313,0.323224554,0.351176883,0.321542601,0.303330094,0.333326713,0.330623751,0.32839215,0.311755518,0.332906176,0.315053143,0.363599069,0.346274074,0.313296532,0.266822362,0.263959973,0.27308898,0.265404988,0.184433889,0.200710085,0.178914028,0.167783938,0.180700929,0.16058689,0.161514304,0.126030092,0.101995496,0.076876627,0.064408312
0.392172151,0.424773324,0.447328094,0.441270398,0.415817924,0.439975542,0.451750766,0.46909172,0.443500711,0.438661705,0.430139366,0.454291894,0.446457061,0.395845962,0.362385498,0.359890835,0.34443586,0.347305919,0.269115632,0.258970372,0.242237946,0.241878557,0.245521902,0.227319045,0.2211418,0.182518647,0.163583146,0.137586632,0.13487852
0.551260949,0.531587549,0.567524885,0.541319366,0.547832598,0.580358644,0.572667398,0.595134214,0.568238223,0.574032932,0.576815198,0.604057725,0.577145578,0.546165805,0.462648427,0.480623134,0.448462699,0.436022121,0.373829729,0.364717272,0.34055378,0.35228851,0.353055425,0.324473147,0.325976118,0.298538135,0.242393451,0.248888929,0.198759186
0.653725563,0.640748647,0.6598777,0.6452449,0.633654736,0.677018512,0.675677192,0.668376725,0.673414889,0.684722687,0.666629062,0.684913016,0.671612012,0.633835188,0.579511518,0.574590735,0.568791819,0.555681264,0.486541934,0.497095779,0.471253601,0.480064187,0.495664905,0.473088824,0.459042665,0.426515292,0.381475168,0.370183292,0.33144464
0.719377929,0.727773697,0.733424228,0.715946307,0.711094875,0.744129987,0.743296642,0.744341139,0.728180679,0.728591081,0.73341636,0.743324976,0.734292984,0.712358083,0.6731615,0.656694483,0.64861977,0.64118642,0.576921144,0.58984362,0.589484213,0.599567498,0.606983512,0.564698215,0.572472908,0.553168841,0.491172049,0.497205111,0.456524226
0.769057691,0.756980751,0.771289332,0.772866373,0.747327304,0.788182992,0.812730857,0.807458922,0.801326224,0.804474312,0.796854637,0.795326589,0.804030636,0.755209543,0.740029617,0.741802423,0.729743142,0.71640288,0.698946413,0.703951193,0.697158729,0.718652769,0.719152336,0.721435786,0.707952526,0.708112483,0.629498379,0.646383299,0.622109021
0.829074142,0.8399233,0.846656615,0.850026719,0.844685557,0.872728007,0.858772019,0.868872874,0.871721916,0.862704748,0.835306781,0.850856461,0.854236486,0.828335151,0.802535154,0.820212715,0.813836768,0.80162327,0.777567649,0.79135159,0.787132878,0.797103026,0.799406028,0.779009436,0.792999935,0.787355258,0.773987353,0.753107034,0.735381743
0.822298451,0.870741641,0.878466615,0.883242841,0.87563646,0.882063081,0.882661152,0.903248928,0.884182887,0.889595755,0.882211886,0.890240878,0.872132054,0.869840859,0.838068938,0.859695524,0.851152823,0.857138978,0.82200642,0.821890041,0.828605385,0.844490372,0.84895372,0.834877361,0.826439668,0.8385758,0.79922607,0.788200734,0.793380065
0.851777408,0.898989402,0.898126671,0.900590218,0.899771611,0.901785039,0.904885101,0.911364263,0.911984107,0.897840339,0.908431393,0.899861515,0.897288381,0.886400026,0.859415551,0.882951282,0.88994349,0.88329351,0.865446043,0.863887714,0.860164094,0.868861312,0.881590717,0.861980559,0.855579531,0.875648243,0.845010392,0.838473876,0.819773651
0.856828503,0.906804032,0.904659632,0.923870336,0.915722253,0.924966664,0.92229897,0.935765626,0.92626797,0.924466035,0.915900339,0.913053042,0.921059535,0.906783517,0.899242739,0.902235206,0.899538826,0.894770055,0.882069574,0.881660129,0.877511342,0.884251656,0.90198877,0.885667773,0.87251455,0.87596328,0.875826247,0.858249323,0.846000715
0.886609568,0.925158731,0.927650441,0.93085504,0.932855421,0.933528205,0.938580273,0.929458927,0.925418951,0.934661964,0.930222956,0.923954677,0.929250563,0.929660658,0.908871185,0.91989907,0.91863025,0.910409978,0.901270405,0.903156931,0.901735837,0.90521151,0.899958126,0.890293759,0.883273394,0.900532941,0.883553869,0.872018587,0.87018759
0.897547425,0.933845288,0.931761696,0.945453027,0.944059622,0.949641394,0.940054685,0.943127916,0.936618263,0.9309587,0.933773947,0.950752018,0.938499522,0.938694258,0.925069076,0.925267358,0.924145415,0.92325771,0.913726162,0.92096315,0.919432104,0.913417689,0.923303202,0.912810977,0.904554253,0.91424359,0.898200207,0.896504944,0.898933022
